Date,Country,Distributor,Brand,Operator,Unit Cost,Amount,Unit Price,Sales
21-08-2021,Bolivia,Metro,LG,Bitel,550,89,800,71200
08-09-2020,Chile,Saga Falabella,LG,Bitel,550,12,800,9600
16-05-2021,Brasil,Plaza Vea,LG,Bitel,550,23,800,18400
12-03-2019,Spain,Ripley,LG,Bitel,550,16,800,12800
25-08-2018,Uruguay,Oeschle,LG,Bitel,550,126,800,100800
21-04-2020,Guatemala,Metro,LG,Bitel,550,51,800,40800
07-02-2019,USA,Metro,LG,Bitel,550,74,800,59200
06-10-2021,Bolivia,Saga Falabella,LG,Bitel,550,13,800,10400
15-06-2018,El Salvador,Ripley,LG,Tuenti,550,98,800,78400
15-02-2021,Portugal,Ripley,LG,Tuenti,550,63,800,50400
21-09-2019,Peru,Tottus,LG,Tuenti,550,99,800,79200
06-05-2021,Venezuela,Tottus,LG,Tuenti,550,6,800,4800
10-08-2021,Argentina,Plaza Vea,LG,Tuenti,550,118,800,94400
26-04-2020,Portugal,Oeschle,LG,Tuenti,550,140,800,112000
08-07-2019,Canada,Tottus,LG,Tuenti,550,214,800,171200
01-10-2020,Mexico,Ripley,LG,Tuenti,550,10,800,8000
31-12-2021,Paraguay,Oeschle,LG,Tuenti,550,63,800,50400
24-02-2021,Ireland,Plaza Vea,LG,Tuenti,550,106,800,84800
30-03-2019,Peru,Ripley,LG,Tuenti,550,47,800,37600
08-09-2019,Ireland,Ripley,LG,Tuenti,550,90,800,72000
12-03-2019,Peru,Plaza Vea,LG,Tuenti,550,91,800,72800
20-09-2021,Germany,Tottus,LG,Tuenti,550,27,800,21600
15-08-2020,Germany,Oeschle,LG,Tuenti,550,26,800,20800
04-07-2021,El Salvador,Ripley,LG,Tuenti,550,34,800,27200
16-03-2018,Chile,Saga Falabella,LG,Tuenti,550,19,800,15200
30-05-2021,Spain,Saga Falabella,LG,Tuenti,550,6,800,4800
07-03-2019,Ireland,Oeschle,LG,Tuenti,550,34,800,27200
06-02-2021,Peru,Oeschle,LG,Tuenti,550,175,800,140000
09-02-2019,Switzerland,Ripley,LG,Tuenti,550,81,800,64800
05-06-2021,Switzerland,Ripley,LG,Tuenti,550,98,800,78400
27-07-2021,Switzerland,Saga Falabella,LG,Tuenti,550,44,800,35200
18-10-2018,United Kingdom,Tottus,LG,Tuenti,550,267,800,213600
21-05-2021,Cuba,Tottus,LG,Tuenti,550,10,800,8000
07-09-2019,Spain,Tottus,LG,Tuenti,550,139,800,111200
31-08-2018,Argentina,Metro,LG,Tuenti,550,107,800,85600
02-08-2019,Argentina,Oeschle,LG,Tuenti,550,208,800,166400
07-08-2018,USA,Metro,LG,Tuenti,550,81,800,64800
03-03-2020,Germany,Oeschle,LG,Tuenti,550,6,800,4800
15-01-2021,Peru,Oeschle,LG,Tuenti,550,219,800,175200
20-11-2019,Canada,Tottus,LG,Tuenti,550,1,800,800
17-06-2018,Jamaica,Plaza Vea,LG,Tuenti,550,35,800,28000
04-12-2021,Spain,Metro,LG,Tuenti,550,40,800,32000
11-01-2021,USA,Saga Falabella,LG,Tuenti,550,49,800,39200
11-09-2018,Colombia,Metro,LG,Tuenti,550,88,800,70400
10-03-2021,Denmark,Oeschle,LG,Tuenti,550,88,800,70400
26-07-2021,Cuba,Oeschle,LG,Tuenti,550,220,800,176000
01-09-2018,France,Plaza Vea,LG,Tuenti,550,141,800,112800
08-12-2021,United Kingdom,Saga Falabella,LG,Tuenti,550,46,800,36800
27-07-2019,Denmark,Tottus,LG,Tuenti,550,61,800,48800
04-07-2021,Switzerland,Metro,LG,Tuenti,550,148,800,118400
05-03-2021,Brasil,Plaza Vea,LG,Tuenti,550,60,800,48000
17-11-2021,Argentina,Metro,LG,Tuenti,550,15,800,12000
01-02-2020,United Kingdom,Saga Falabella,LG,Tuenti,550,6,800,4800
27-07-2019,Ireland,Tottus,LG,Tuenti,550,31,800,24800
28-04-2021,United Kingdom,Tottus,LG,Tuenti,550,149,800,119200
14-12-2019,Ireland,Metro,LG,Tuenti,550,149,800,119200
05-09-2020,El Salvador,Oeschle,LG,Tuenti,550,171,800,136800
21-12-2019,USA,Metro,LG,Tuenti,550,98,800,78400
28-02-2021,Ireland,Tottus,LG,Tuenti,550,212,800,169600
27-03-2019,Canada,Saga Falabella,LG,Tuenti,550,42,800,33600
06-08-2020,Jamaica,Oeschle,LG,Tuenti,550,211,800,168800
12-05-2020,El Salvador,Ripley,LG,Tuenti,550,83,800,66400
04-10-2019,Guatemala,Tottus,LG,Tuenti,550,44,800,35200
17-10-2021,Paraguay,Saga Falabella,LG,Tuenti,550,31,800,24800
02-01-2021,Spain,Plaza Vea,LG,Tuenti,550,51,800,40800
03-09-2019,Chile,Oeschle,LG,Tuenti,550,135,800,108000
16-08-2019,Switzerland,Ripley,LG,Tuenti,550,58,800,46400
13-02-2021,Colombia,Tottus,LG,Tuenti,550,143,800,114400
08-09-2018,Bolivia,Ripley,LG,Tuenti,550,18,800,14400
16-07-2021,Mexico,Metro,LG,Tuenti,550,2,800,1600
07-07-2018,United Kingdom,Saga Falabella,LG,Tuenti,550,14,800,11200
23-01-2021,Bolivia,Oeschle,LG,Tuenti,550,42,800,33600
28-03-2021,Canada,Plaza Vea,LG,Tuenti,550,191,800,152800
17-11-2021,Portugal,Tottus,LG,Tuenti,550,25,800,20000
21-01-2018,USA,Saga Falabella,LG,Tuenti,550,8,800,6400
26-01-2021,Ireland,Plaza Vea,LG,Tuenti,550,133,800,106400
19-04-2020,Mexico,Metro,LG,Tuenti,550,23,800,18400
21-12-2018,Canada,Saga Falabella,LG,Tuenti,550,24,800,19200
13-05-2021,Colombia,Ripley,LG,Tuenti,550,51,800,40800
07-12-2019,USA,Tottus,LG,Tuenti,550,68,800,54400
03-02-2018,Switzerland,Tottus,LG,Tuenti,550,28,800,22400
24-10-2021,Jamaica,Metro,LG,Tuenti,550,35,800,28000
11-11-2018,Ireland,Tottus,LG,Tuenti,550,199,800,159200
15-06-2018,El Salvador,Ripley,LG,Tuenti,550,98,800,78400
15-02-2021,Portugal,Ripley,LG,Tuenti,550,63,800,50400
21-09-2019,Peru,Tottus,LG,Tuenti,550,99,800,79200
06-05-2021,Venezuela,Tottus,LG,Tuenti,550,6,800,4800
10-08-2021,Argentina,Plaza Vea,LG,Tuenti,550,118,800,94400
26-04-2020,Portugal,Oeschle,LG,Tuenti,550,140,800,112000
08-07-2019,Canada,Tottus,LG,Tuenti,550,214,800,171200
01-10-2020,Mexico,Ripley,LG,Tuenti,550,10,800,8000
31-12-2021,Paraguay,Oeschle,LG,Tuenti,550,63,800,50400
24-02-2021,Ireland,Plaza Vea,LG,Tuenti,550,106,800,84800
30-03-2019,Peru,Ripley,LG,Tuenti,550,47,800,37600
08-09-2019,Ireland,Ripley,LG,Tuenti,550,90,800,72000
12-03-2019,Peru,Plaza Vea,LG,Tuenti,550,91,800,72800
20-09-2021,Germany,Tottus,LG,Tuenti,550,27,800,21600
15-08-2020,Germany,Oeschle,LG,Tuenti,550,26,800,20800
04-07-2021,El Salvador,Ripley,LG,Tuenti,550,34,800,27200
16-03-2018,Chile,Saga Falabella,LG,Tuenti,550,19,800,15200
30-05-2021,Spain,Saga Falabella,LG,Tuenti,550,6,800,4800
07-03-2019,Ireland,Oeschle,LG,Tuenti,550,34,800,27200
06-02-2021,Peru,Oeschle,LG,Tuenti,550,175,800,140000
09-02-2019,Switzerland,Ripley,LG,Tuenti,550,81,800,64800
05-06-2021,Switzerland,Ripley,LG,Tuenti,550,98,800,78400
27-07-2021,Switzerland,Saga Falabella,LG,Tuenti,550,44,800,35200
18-10-2018,United Kingdom,Tottus,LG,Tuenti,550,267,800,213600
21-05-2021,Cuba,Tottus,LG,Tuenti,550,10,800,8000
07-09-2019,Spain,Tottus,LG,Tuenti,550,139,800,111200
31-08-2018,Argentina,Metro,LG,Tuenti,550,107,800,85600
02-08-2019,Argentina,Oeschle,LG,Tuenti,550,208,800,166400
07-08-2018,USA,Metro,LG,Tuenti,550,81,800,64800
03-03-2020,Germany,Oeschle,LG,Tuenti,550,6,800,4800
15-01-2021,Peru,Oeschle,LG,Tuenti,550,219,800,175200
20-11-2019,Canada,Tottus,LG,Tuenti,550,1,800,800
17-06-2018,Jamaica,Plaza Vea,LG,Tuenti,550,35,800,28000
04-12-2021,Spain,Metro,LG,Tuenti,550,40,800,32000
11-01-2021,USA,Saga Falabella,LG,Tuenti,550,49,800,39200
11-09-2018,Colombia,Metro,LG,Tuenti,550,88,800,70400
10-03-2021,Denmark,Oeschle,LG,Tuenti,550,88,800,70400
26-07-2021,Cuba,Oeschle,LG,Tuenti,550,220,800,176000
01-09-2018,France,Plaza Vea,LG,Tuenti,550,141,800,112800
08-12-2021,United Kingdom,Saga Falabella,LG,Tuenti,550,46,800,36800
27-07-2019,Denmark,Tottus,LG,Tuenti,550,61,800,48800
04-07-2021,Switzerland,Metro,LG,Tuenti,550,148,800,118400
05-03-2021,Brasil,Plaza Vea,LG,Tuenti,550,60,800,48000
17-11-2021,Argentina,Metro,LG,Tuenti,550,15,800,12000
01-02-2020,United Kingdom,Saga Falabella,LG,Tuenti,550,6,800,4800
27-07-2019,Ireland,Tottus,LG,Tuenti,550,31,800,24800
28-04-2021,United Kingdom,Tottus,LG,Tuenti,550,149,800,119200
14-12-2019,Ireland,Metro,LG,Tuenti,550,149,800,119200
05-09-2020,El Salvador,Oeschle,LG,Tuenti,550,171,800,136800
21-12-2019,USA,Metro,LG,Tuenti,550,98,800,78400
28-02-2021,Ireland,Tottus,LG,Tuenti,550,212,800,169600
27-03-2019,Canada,Saga Falabella,LG,Tuenti,550,42,800,33600
06-08-2020,Jamaica,Oeschle,LG,Tuenti,550,211,800,168800
12-05-2020,El Salvador,Ripley,LG,Tuenti,550,83,800,66400
04-10-2019,Guatemala,Tottus,LG,Tuenti,550,44,800,35200
17-10-2021,Paraguay,Saga Falabella,LG,Tuenti,550,31,800,24800
02-01-2021,Spain,Plaza Vea,LG,Tuenti,550,51,800,40800
03-09-2019,Chile,Oeschle,LG,Tuenti,550,135,800,108000
16-08-2019,Switzerland,Ripley,LG,Tuenti,550,58,800,46400
13-02-2021,Colombia,Tottus,LG,Tuenti,550,143,800,114400
08-09-2018,Bolivia,Ripley,LG,Tuenti,550,18,800,14400
16-07-2021,Mexico,Metro,LG,Tuenti,550,2,800,1600
07-07-2018,United Kingdom,Saga Falabella,LG,Tuenti,550,14,800,11200
23-01-2021,Bolivia,Oeschle,LG,Tuenti,550,42,800,33600
28-03-2021,Canada,Plaza Vea,LG,Tuenti,550,191,800,152800
17-11-2021,Portugal,Tottus,LG,Tuenti,550,25,800,20000
21-01-2018,USA,Saga Falabella,LG,Tuenti,550,8,800,6400
26-01-2021,Ireland,Plaza Vea,LG,Tuenti,550,133,800,106400
19-04-2020,Mexico,Metro,LG,Tuenti,550,23,800,18400
21-12-2018,Canada,Saga Falabella,LG,Tuenti,550,24,800,19200
13-05-2021,Colombia,Ripley,LG,Tuenti,550,51,800,40800
07-12-2019,USA,Tottus,LG,Tuenti,550,68,800,54400
03-02-2018,Switzerland,Tottus,LG,Tuenti,550,28,800,22400
24-10-2021,Jamaica,Metro,LG,Tuenti,550,35,800,28000
11-11-2018,Ireland,Tottus,LG,Tuenti,550,199,800,159200
30-05-2018,Peru,Tottus,LG,Entel,550,56,800,44800
19-03-2021,Denmark,Ripley,LG,Entel,550,55,800,44000
03-04-2018,Uruguay,Plaza Vea,LG,Entel,550,60,800,48000
28-11-2019,France,Oeschle,LG,Entel,550,81,800,64800
27-09-2021,Brasil,Plaza Vea,LG,Entel,550,126,800,100800
01-04-2021,Germany,Metro,LG,Entel,550,58,800,46400
17-09-2021,Portugal,Oeschle,LG,Entel,550,124,800,99200
05-01-2018,Spain,Plaza Vea,LG,Entel,550,154,800,123200
25-09-2021,Peru,Ripley,LG,Entel,550,50,800,40000
01-12-2018,Venezuela,Metro,LG,Entel,550,27,800,21600
17-09-2021,Switzerland,Oeschle,LG,Entel,550,133,800,106400
21-03-2020,Spain,Oeschle,LG,Entel,550,4,800,3200
01-02-2020,Canada,Tottus,LG,Entel,550,54,800,43200
10-12-2018,Peru,Metro,LG,Entel,550,18,800,14400
01-05-2019,Denmark,Ripley,LG,Entel,550,25,800,20000
10-05-2021,Brasil,Metro,LG,Entel,550,85,800,68000
12-06-2021,Colombia,Oeschle,LG,Entel,550,88,800,70400
19-03-2021,Uruguay,Plaza Vea,LG,Entel,550,80,800,64000
25-12-2019,Portugal,Saga Falabella,LG,Entel,550,1,800,800
04-02-2018,Bolivia,Metro,LG,Entel,550,77,800,61600
31-07-2021,El Salvador,Ripley,LG,Entel,550,18,800,14400
23-05-2020,Germany,Ripley,LG,Entel,550,44,800,35200
16-03-2018,Argentina,Oeschle,LG,Entel,550,112,800,89600
14-10-2018,Germany,Ripley,LG,Entel,550,4,800,3200
02-12-2019,Mexico,Tottus,LG,Entel,550,12,800,9600
28-04-2018,Paraguay,Ripley,LG,Entel,550,9,800,7200
31-12-2020,Portugal,Oeschle,LG,Entel,550,86,800,68800
31-08-2021,USA,Ripley,LG,Entel,550,9,800,7200
28-08-2019,Guatemala,Metro,LG,Entel,550,118,800,94400
05-10-2019,Portugal,Plaza Vea,LG,Entel,550,112,800,89600
24-12-2021,Peru,Tottus,LG,Entel,550,54,800,43200
21-11-2019,Ireland,Metro,LG,Entel,550,56,800,44800
23-12-2021,Portugal,Oeschle,LG,Entel,550,196,800,156800
18-06-2019,Switzerland,Oeschle,LG,Entel,550,175,800,140000
29-06-2021,Switzerland,Oeschle,LG,Entel,550,100,800,80000
14-03-2021,Germany,Tottus,LG,Entel,550,9,800,7200
05-10-2020,USA,Oeschle,LG,Entel,550,46,800,36800
25-04-2021,France,Ripley,LG,Entel,550,8,800,6400
23-09-2021,Cuba,Saga Falabella,LG,Entel,550,38,800,30400
18-01-2020,Portugal,Plaza Vea,LG,Entel,550,44,800,35200
03-09-2018,France,Plaza Vea,LG,Entel,550,150,800,120000
30-06-2020,Denmark,Tottus,LG,Entel,550,134,800,107200
29-06-2021,Bolivia,Metro,LG,Entel,550,104,800,83200
17-11-2021,Ireland,Ripley,LG,Entel,550,50,800,40000
04-02-2020,Venezuela,Oeschle,LG,Entel,550,13,800,10400
07-02-2019,Denmark,Plaza Vea,LG,Entel,550,87,800,69600
19-09-2021,Spain,Oeschle,LG,Entel,550,20,800,16000
04-02-2018,Paraguay,Metro,LG,Entel,550,116,800,92800
24-04-2018,Germany,Tottus,LG,Entel,550,66,800,52800
17-05-2021,Germany,Plaza Vea,LG,Entel,550,42,800,33600
27-09-2021,El Salvador,Tottus,LG,Entel,550,66,800,52800
26-11-2021,United Kingdom,Plaza Vea,LG,Entel,550,70,800,56000
13-09-2018,Spain,Tottus,LG,Entel,550,197,800,157600
18-08-2021,El Salvador,Tottus,LG,Entel,550,140,800,112000
14-05-2021,Switzerland,Plaza Vea,LG,Entel,550,25,800,20000
16-10-2021,Spain,Saga Falabella,LG,Entel,550,17,800,13600
01-07-2021,Colombia,Tottus,LG,Entel,550,162,800,129600
02-01-2019,Uruguay,Tottus,LG,Entel,550,15,800,12000
11-09-2021,Spain,Plaza Vea,LG,Entel,550,31,800,24800
08-05-2021,Spain,Tottus,LG,Entel,550,91,800,72800
18-04-2021,Peru,Metro,LG,Entel,550,34,800,27200
17-03-2019,Paraguay,Ripley,LG,Entel,550,8,800,6400
19-02-2019,Peru,Tottus,LG,Entel,550,165,800,132000
07-07-2021,Germany,Ripley,LG,Entel,550,55,800,44000
21-06-2020,France,Tottus,LG,Entel,550,201,800,160800
06-04-2020,Chile,Ripley,LG,Entel,550,75,800,60000
26-09-2020,Chile,Oeschle,LG,Entel,550,21,800,16800
27-06-2021,Bolivia,Ripley,LG,Entel,550,64,800,51200
30-05-2018,Peru,Tottus,LG,Entel,550,56,800,44800
19-03-2021,Denmark,Ripley,LG,Entel,550,55,800,44000
03-04-2018,Uruguay,Plaza Vea,LG,Entel,550,60,800,48000
28-11-2019,France,Oeschle,LG,Entel,550,81,800,64800
27-09-2021,Brasil,Plaza Vea,LG,Entel,550,126,800,100800
01-04-2021,Germany,Metro,LG,Entel,550,58,800,46400
17-09-2021,Portugal,Oeschle,LG,Entel,550,124,800,99200
05-01-2018,Spain,Plaza Vea,LG,Entel,550,154,800,123200
25-09-2021,Peru,Ripley,LG,Entel,550,50,800,40000
01-12-2018,Venezuela,Metro,LG,Entel,550,27,800,21600
17-09-2021,Switzerland,Oeschle,LG,Entel,550,133,800,106400
21-03-2020,Spain,Oeschle,LG,Entel,550,4,800,3200
01-02-2020,Canada,Tottus,LG,Entel,550,54,800,43200
10-12-2018,Peru,Metro,LG,Entel,550,18,800,14400
01-05-2019,Denmark,Ripley,LG,Entel,550,25,800,20000
10-05-2021,Brasil,Metro,LG,Entel,550,85,800,68000
12-06-2021,Colombia,Oeschle,LG,Entel,550,88,800,70400
19-03-2021,Uruguay,Plaza Vea,LG,Entel,550,80,800,64000
25-12-2019,Portugal,Saga Falabella,LG,Entel,550,1,800,800
04-02-2018,Bolivia,Metro,LG,Entel,550,77,800,61600
31-07-2021,El Salvador,Ripley,LG,Entel,550,18,800,14400
23-05-2020,Germany,Ripley,LG,Entel,550,44,800,35200
16-03-2018,Argentina,Oeschle,LG,Entel,550,112,800,89600
14-10-2018,Germany,Ripley,LG,Entel,550,4,800,3200
02-12-2019,Mexico,Tottus,LG,Entel,550,12,800,9600
28-04-2018,Paraguay,Ripley,LG,Entel,550,9,800,7200
31-12-2020,Portugal,Oeschle,LG,Entel,550,86,800,68800
31-08-2021,USA,Ripley,LG,Entel,550,9,800,7200
28-08-2019,Guatemala,Metro,LG,Entel,550,118,800,94400
05-10-2019,Portugal,Plaza Vea,LG,Entel,550,112,800,89600
24-12-2021,Peru,Tottus,LG,Entel,550,54,800,43200
21-11-2019,Ireland,Metro,LG,Entel,550,56,800,44800
23-12-2021,Portugal,Oeschle,LG,Entel,550,196,800,156800
18-06-2019,Switzerland,Oeschle,LG,Entel,550,175,800,140000
29-06-2021,Switzerland,Oeschle,LG,Entel,550,100,800,80000
14-03-2021,Germany,Tottus,LG,Entel,550,9,800,7200
05-10-2020,USA,Oeschle,LG,Entel,550,46,800,36800
25-04-2021,France,Ripley,LG,Entel,550,8,800,6400
23-09-2021,Cuba,Saga Falabella,LG,Entel,550,38,800,30400
18-01-2020,Portugal,Plaza Vea,LG,Entel,550,44,800,35200
03-09-2018,France,Plaza Vea,LG,Entel,550,150,800,120000
30-06-2020,Denmark,Tottus,LG,Entel,550,134,800,107200
29-06-2021,Bolivia,Metro,LG,Entel,550,104,800,83200
17-11-2021,Ireland,Ripley,LG,Entel,550,50,800,40000
04-02-2020,Venezuela,Oeschle,LG,Entel,550,13,800,10400
07-02-2019,Denmark,Plaza Vea,LG,Entel,550,87,800,69600
19-09-2021,Spain,Oeschle,LG,Entel,550,20,800,16000
04-02-2018,Paraguay,Metro,LG,Entel,550,116,800,92800
24-04-2018,Germany,Tottus,LG,Entel,550,66,800,52800
17-05-2021,Germany,Plaza Vea,LG,Entel,550,42,800,33600
27-09-2021,El Salvador,Tottus,LG,Entel,550,66,800,52800
26-11-2021,United Kingdom,Plaza Vea,LG,Entel,550,70,800,56000
13-09-2018,Spain,Tottus,LG,Entel,550,197,800,157600
18-08-2021,El Salvador,Tottus,LG,Entel,550,140,800,112000
14-05-2021,Switzerland,Plaza Vea,LG,Entel,550,25,800,20000
16-10-2021,Spain,Saga Falabella,LG,Entel,550,17,800,13600
01-07-2021,Colombia,Tottus,LG,Entel,550,162,800,129600
02-01-2019,Uruguay,Tottus,LG,Entel,550,15,800,12000
11-09-2021,Spain,Plaza Vea,LG,Entel,550,31,800,24800
08-05-2021,Spain,Tottus,LG,Entel,550,91,800,72800
18-04-2021,Peru,Metro,LG,Entel,550,34,800,27200
17-03-2019,Paraguay,Ripley,LG,Entel,550,8,800,6400
19-02-2019,Peru,Tottus,LG,Entel,550,165,800,132000
07-07-2021,Germany,Ripley,LG,Entel,550,55,800,44000
21-06-2020,France,Tottus,LG,Entel,550,201,800,160800
06-04-2020,Chile,Ripley,LG,Entel,550,75,800,60000
26-09-2020,Chile,Oeschle,LG,Entel,550,21,800,16800
27-06-2021,Bolivia,Ripley,LG,Entel,550,64,800,51200
22-01-2021,Paraguay,Metro,LG,Movistar,550,1,800,800
14-02-2021,Mexico,Oeschle,LG,Movistar,550,47,800,37600
30-03-2018,France,Saga Falabella,LG,Movistar,550,4,800,3200
30-07-2020,USA,Tottus,LG,Movistar,550,2,800,1600
28-06-2018,Ireland,Oeschle,LG,Movistar,550,18,800,14400
07-07-2018,Switzerland,Metro,LG,Movistar,550,14,800,11200
21-09-2020,Cuba,Ripley,LG,Movistar,550,14,800,11200
22-11-2021,Colombia,Ripley,LG,Movistar,550,3,800,2400
26-05-2021,Switzerland,Oeschle,LG,Movistar,550,1,800,800
16-01-2020,Peru,Ripley,LG,Movistar,550,6,800,4800
20-09-2021,Chile,Ripley,LG,Movistar,550,8,800,6400
22-06-2021,Paraguay,Ripley,LG,Movistar,550,18,800,14400
11-05-2021,Peru,Tottus,LG,Movistar,550,24,800,19200
09-04-2018,Spain,Saga Falabella,LG,Movistar,550,5,800,4000
22-10-2020,Brasil,Saga Falabella,LG,Movistar,550,6,800,4800
25-09-2021,United Kingdom,Metro,LG,Movistar,550,23,800,18400
20-05-2021,Uruguay,Saga Falabella,LG,Movistar,550,1,800,800
15-09-2021,Mexico,Metro,LG,Movistar,550,28,800,22400
27-12-2021,El Salvador,Oeschle,LG,Movistar,550,33,800,26400
02-06-2019,Mexico,Plaza Vea,LG,Movistar,550,3,800,2400
25-04-2018,Cuba,Metro,LG,Movistar,550,17,800,13600
29-11-2018,Spain,Plaza Vea,LG,Movistar,550,32,800,25600
23-06-2018,Brasil,Saga Falabella,LG,Movistar,550,9,800,7200
11-09-2018,Argentina,Metro,LG,Movistar,550,7,800,5600
01-07-2021,Canada,Plaza Vea,LG,Movistar,550,36,800,28800
23-11-2020,Mexico,Metro,LG,Movistar,550,8,800,6400
14-05-2021,Peru,Ripley,LG,Movistar,550,1,800,800
18-04-2021,Peru,Plaza Vea,LG,Movistar,550,14,800,11200
16-08-2021,Portugal,Metro,LG,Movistar,550,19,800,15200
10-05-2021,Uruguay,Metro,LG,Movistar,550,6,800,4800
14-07-2018,Brasil,Tottus,LG,Movistar,550,45,800,36000
26-07-2021,Colombia,Plaza Vea,LG,Movistar,550,16,800,12800
07-06-2021,Ireland,Plaza Vea,LG,Movistar,550,25,800,20000
06-09-2021,Colombia,Metro,LG,Movistar,550,29,800,23200
01-10-2021,Jamaica,Oeschle,LG,Movistar,550,44,800,35200
29-07-2021,Switzerland,Saga Falabella,LG,Movistar,550,2,800,1600
24-04-2019,Chile,Plaza Vea,LG,Movistar,550,25,800,20000
21-08-2018,Chile,Ripley,LG,Movistar,550,14,800,11200
16-12-2018,Ireland,Tottus,LG,Movistar,550,57,800,45600
18-12-2019,Ireland,Oeschle,LG,Movistar,550,27,800,21600
05-09-2018,Spain,Oeschle,LG,Movistar,550,6,800,4800
02-10-2021,El Salvador,Oeschle,LG,Movistar,550,18,800,14400
12-05-2020,Chile,Tottus,LG,Movistar,550,4,800,3200
07-03-2018,Portugal,Ripley,LG,Movistar,550,12,800,9600
10-10-2021,Mexico,Metro,LG,Movistar,550,6,800,4800
10-04-2021,Brasil,Ripley,LG,Movistar,550,6,800,4800
24-09-2021,Guatemala,Ripley,LG,Movistar,550,7,800,5600
08-08-2021,Canada,Tottus,LG,Movistar,550,17,800,13600
28-02-2021,Peru,Ripley,LG,Movistar,550,19,800,15200
24-11-2019,Cuba,Saga Falabella,LG,Movistar,550,7,800,5600
27-04-2018,France,Oeschle,LG,Movistar,550,30,800,24000
10-10-2018,Germany,Plaza Vea,LG,Movistar,550,38,800,30400
13-09-2019,Brasil,Oeschle,LG,Movistar,550,49,800,39200
28-02-2020,Paraguay,Tottus,LG,Movistar,550,42,800,33600
15-11-2018,Chile,Plaza Vea,LG,Movistar,550,24,800,19200
02-10-2018,Colombia,Metro,LG,Movistar,550,17,800,13600
10-11-2020,USA,Tottus,LG,Movistar,550,9,800,7200
05-06-2018,Denmark,Ripley,LG,Movistar,550,4,800,3200
24-08-2019,Brasil,Saga Falabella,LG,Movistar,550,1,800,800
07-09-2018,Guatemala,Saga Falabella,LG,Movistar,550,6,800,4800
14-11-2018,Ireland,Plaza Vea,LG,Movistar,550,23,800,18400
14-12-2019,Chile,Metro,LG,Movistar,550,28,800,22400
02-07-2018,Denmark,Ripley,LG,Movistar,550,6,800,4800
13-01-2019,Portugal,Metro,LG,Movistar,550,29,800,23200
22-01-2021,Paraguay,Metro,LG,Movistar,550,1,800,800
14-02-2021,Mexico,Oeschle,LG,Movistar,550,47,800,37600
30-03-2018,France,Saga Falabella,LG,Movistar,550,4,800,3200
30-07-2020,USA,Tottus,LG,Movistar,550,2,800,1600
28-06-2018,Ireland,Oeschle,LG,Movistar,550,18,800,14400
07-07-2018,Switzerland,Metro,LG,Movistar,550,14,800,11200
21-09-2020,Cuba,Ripley,LG,Movistar,550,14,800,11200
22-11-2021,Colombia,Ripley,LG,Movistar,550,3,800,2400
26-05-2021,Switzerland,Oeschle,LG,Movistar,550,1,800,800
16-01-2020,Peru,Ripley,LG,Movistar,550,6,800,4800
20-09-2021,Chile,Ripley,LG,Movistar,550,8,800,6400
22-06-2021,Paraguay,Ripley,LG,Movistar,550,18,800,14400
11-05-2021,Peru,Tottus,LG,Movistar,550,24,800,19200
09-04-2018,Spain,Saga Falabella,LG,Movistar,550,5,800,4000
22-10-2020,Brasil,Saga Falabella,LG,Movistar,550,6,800,4800
25-09-2021,United Kingdom,Metro,LG,Movistar,550,23,800,18400
20-05-2021,Uruguay,Saga Falabella,LG,Movistar,550,1,800,800
15-09-2021,Mexico,Metro,LG,Movistar,550,28,800,22400
27-12-2021,El Salvador,Oeschle,LG,Movistar,550,33,800,26400
02-06-2019,Mexico,Plaza Vea,LG,Movistar,550,3,800,2400
25-04-2018,Cuba,Metro,LG,Movistar,550,17,800,13600
29-11-2018,Spain,Plaza Vea,LG,Movistar,550,32,800,25600
23-06-2018,Brasil,Saga Falabella,LG,Movistar,550,9,800,7200
11-09-2018,Argentina,Metro,LG,Movistar,550,7,800,5600
01-07-2021,Canada,Plaza Vea,LG,Movistar,550,36,800,28800
23-11-2020,Mexico,Metro,LG,Movistar,550,8,800,6400
14-05-2021,Peru,Ripley,LG,Movistar,550,1,800,800
18-04-2021,Peru,Plaza Vea,LG,Movistar,550,14,800,11200
16-08-2021,Portugal,Metro,LG,Movistar,550,19,800,15200
10-05-2021,Uruguay,Metro,LG,Movistar,550,6,800,4800
14-07-2018,Brasil,Tottus,LG,Movistar,550,45,800,36000
26-07-2021,Colombia,Plaza Vea,LG,Movistar,550,16,800,12800
07-06-2021,Ireland,Plaza Vea,LG,Movistar,550,25,800,20000
06-09-2021,Colombia,Metro,LG,Movistar,550,29,800,23200
01-10-2021,Jamaica,Oeschle,LG,Movistar,550,44,800,35200
29-07-2021,Switzerland,Saga Falabella,LG,Movistar,550,2,800,1600
24-04-2019,Chile,Plaza Vea,LG,Movistar,550,25,800,20000
21-08-2018,Chile,Ripley,LG,Movistar,550,14,800,11200
16-12-2018,Ireland,Tottus,LG,Movistar,550,57,800,45600
18-12-2019,Ireland,Oeschle,LG,Movistar,550,27,800,21600
05-09-2018,Spain,Oeschle,LG,Movistar,550,6,800,4800
02-10-2021,El Salvador,Oeschle,LG,Movistar,550,18,800,14400
12-05-2020,Chile,Tottus,LG,Movistar,550,4,800,3200
07-03-2018,Portugal,Ripley,LG,Movistar,550,12,800,9600
